vacancy_id,vacancy_name,salary_from,salary_to,salary_currency,salary_gross,address_raw,key_skills
120322197,AI / ML developer / ML-инженер,180000,250000,RUR,True,,"Python, Julia, Flux, ComfyUI, TensorRT, ONNX, Machine Learning, Stable Diffusion, Image generation, Generative AI, Работа с нейросетями, LLM, LoRa"
119694483,Программист PHP+ Python В ОФИС,109200,189200,RUR,False,"Санкт-Петербург, Введенский канал, 7","PHP, SQL, Python, Linux, JavaScript, Git"
119249990,Python разработчик (продукты e-com),,,,,,"Python, PostgreSQL, Django Framework, Apache Kafka, RabbitMQ, Celery"
119334987,Python разработчик,,,,,,"Python, Flask, Redis, Docker, Kubernetes, Celery, PostgreSQL, API, Backend, Работа с базами данных, aiohttp, DevOps, AWS, ML"
120227765,Senior Python Developer в FinTech-продукт,4500,6000,USD,False,,"Python, Django Rest Framework, Django Framework, PostgreSQL, Celery"
117127975,Python-разработчик,,,,,"Владимир, улица Сакко и Ванцетти, 50","Linux, Git, Python, PostgreSQL, Django Framework, Flask, Jira, REST API, Docker, Docker-compose, REST, CI/CD, RabbitMQ, Celery"
120213850,Senior Backend developer - Python / Бэкенд Разработчик,4500,,USD,False,,
120209408,Python разработчик (senior / агрегатор туров),200000,300000,RUR,False,"Москва, Скаковая улица, 17с2",
116493668,Backend разработчик (Python),,120000,RUR,False,"Томск, проспект Ленина, 80А","Python, asyncio, PostgreSQL, MongoDB, RabbitMQ"
119839166,Python Developer (Data Science),,,,,"Санкт-Петербург, Выборгская набережная, 47",
119774110,Junior Python разработчик,72680,,RUR,True,"Краснодар, Центральный внутригородской округ, микрорайон Центральный, улица Будённого, 182",
119218574,Python программист/разработчик,250000,,RUR,False,,"Python, PostgreSQL, Apache Airflow, Apache Kafka, Docker, Grafana, Kubernetes"
118416065,Data Engineering Intern / Стажер дата-инженер,100000,,RUR,True,"Москва, Ленинградское шоссе, 16ас2",
115205872,Инженер-программист Python (01050-1),95000,,RUR,False,"г. Москва, шоссе Энтузиастов, дом 29","SQL, Linux, python3, Python, JavaScript, XML, JSON"
119138947,Разработчик Python/GO,250000,,RUR,False,"Москва, Калужско-Рижская линия, метро Калужская","Python, Golang, Linux, REST API, gRPC, CI/CD, Оптимизация кода, OpenStack, oVirt, Docker, Работа в команде"
120312774,Python разработчик (Middle),,,,,,"Python, PostgreSQL, Django Framework, Django, Docker, ORM, RabbitMQ, Redis, Git, Atlassian Confluence, Jira, JavaScript, Удаленная работа"
120125896,"Python-разработчик (ML, Антифрод)",,,,,,"Python, SQL, Clickhouse, ETL, Apache Airflow, MySQL, PostgreSQL, Linux, Оптимизация кода"
120036856,Python Developer (ЭДО),,,,,"Санкт-Петербург, Выборгская набережная, 47",
119350988,Python-разработчик,120000,130000,RUR,False,,"Python, SQL, Linux, NoSQL, Django Rest Framework, Bash, VueJS, React, FastAPI, Yandex Cloud, Amazon Web Services, REST API, ChatGPT, Docker, Kubernetes"
120347636,Методолог-программист (разработка курса по Python),,,,,,"Python, Разработка курсов, Методология обучения, Образовательный контент, YouTube-обучение, Структурирование материалов, Педагогический дизайн, Скриптрайтинг, Практические задания, Онлайн образование, EdTech, Адаптация контента, Чек-листы, Локализация контента, Обучение для начинающих"
119329037,Python-разработчик,,,,,"Санкт-Петербург, Белоостровская улица, 6","Python, SQL, PostgreSQL, GitHub, Docker, Kafka"
120274200,Middle Backend Developer Python,,,,,,"Django Framework, Python, FastAPI, Celery, Selenium"
120087155,Trainee/Intern/Junior Python backend developer,20000,40000,RUR,True,"Санкт-Петербург, набережная Обводного канала, 21","Python, Celery, Docker, JavaScript, RabbitMQ, Elasticsearch, Redis, PostgreSQL, MongoDB, Django, Nginx, Kubernetes"
119951214,Python-разработчик,40000,80000,RUR,False,,"Python, Git, Django Framework, Docker, Elasticsearch, REST, REST API, API, GitHub, ORM, Backend, CI/CD"
120044355,Веб-программист (Python),,,,,"Москва, Ленинградский проспект, 15с1","Python, Linux, Git, PostgreSQL, Django Framework, Веб-программирование"
120245828,Middle Backend Python программист,,,,,"Белгород, улица Королёва, 2Ак3",
119556856,ML-инженер,,300000,RUR,True,,"Python, Deep Learning, Natural Language Processing, Docker"
111235935,Python Developer in Test / Инженер-программист (KORNFELD),,,,,,"Python, asyncio, SQLAlchemy, Pytest, Тестирование, Linux"
115175808,Python | Go Developer,,,,,,
115906251,Python-разработчик,,,,,"Москва, Арбатская площадь, 1",
118910186,Python Developer Senior,,,,,"Москва, Хорошёвское шоссе","Python, SAGA GIS, PostgreSQL, DDD, EDA, FastAPI"
119120327,Разработчик Python (middle),,,,,"Пермь, улица Газеты Звезда, 24А","Python, Django Framework, PostgreSQL, MongoDB"
120030123,"Тестировщик/автоматизатор на Python/С++ (ГИБРИД, БЕЗ УДАЛЕНКИ)",,300000,RUR,False,"Москва, Большая Новодмитровская улица, 14с7","Английский язык, Python, Тестирование, Atlassian Jira"
110607224,Python Back-end Разработчик (веб-сервисы) / Python Back-end Developer (web services),,,,,,"Python, Linux, PostgreSQL, Flask, Redis, Docker"
120332590,Разработчик Python,,,,,,
120027646,ML-программист,250000,350000,RUR,False,,MLflow
120025404,Python-разработчик,160000,,RUR,False,,"ООП, SQL, QGIS, Qt, CI/CD, Git, Python"
119170068,Python Developer Middle+,,,,,"Москва, 1-й Красногвардейский проезд, 21с1","Python, Kafka, Gitlab, MS SQL, PostgreSQL, API Gateway, Kubernetes, Docker"
118846616,Программист-алгоритмист,250000,,RUR,False,,"OpenCV, ComputerVision, ImageProcessing, VideoAnalytics, C++, Python"
109965983,Python Developer (Web),,,,,"Санкт-Петербург, площадь Карла Фаберже, 8",
120110108,Senior Python Developer (Crypto),,400000,RUR,False,,"Python, SQL, NoSQL, Kubernetes, Docker"
116147115,Python-разработчик (Middle),100000,,RUR,False,"Томск, проспект Ленина, 80А","Python, async, MongoDB, RabbitMQ, FastAPI, PyMongo, AioPika, Numpy, OpenCV, Git, Docker"
119608817,Data Engineer,,,,,,"Python, SQL, Apache Airflow, ETL-процессы"
119734470,Программист,80000,,RUR,False,"Томск, проспект Ленина, 60/1",
116174143,ML Engineer / Инженер машинного обучения,130000,,RUR,False,"Санкт-Петербург, Выборгское шоссе, 17к1","Python, Linux, GitHub, PostgreSQL, TensorFlow, PyTorch, Numpy, NLTK/SpaCy, Librosa/PyDub, LoRA"
120213938,Senior Backend developer - Python / Бэкенд Разработчик,4500,,USD,False,,
119325218,Data Science разработчик,220000,,RUR,True,"Санкт-Петербург, Свердловская набережная, 58","Ml-модель, LAS\LAZ, Python, Numpy, pandas, SciPy, Matplotlib, TensorFlow, PyTorch, Scikit-learn, Git, Математический анализ"
119532772,Python разработчик senior (агрегатор отелей),200000,300000,RUR,False,"Москва, Скаковая улица, 17с2",
85489891,Python разработчик,,,,,"Екатеринбург, улица Хохрякова, 10",
119950968,Junior Python Developer (Data),,200000,RUR,True,,
98214353,Веб-разработчик Python / Web Developer Python,,,,,"Москва, Ленинградский проспект, 15с1","Python, Git, PostgreSQL, HTTP, Django, Docker, jQuery, HTML, CSS, Linux, MongoDB"
119755802,Технический Лидер (Python),450000,500000,RUR,False,,"Python, KVM, Architectural decision records, Architectural Decision Records, UML, C4"
117684755,Python developer,,,,,"Москва, Западный административный округ, Можайский район, Инновационный центр Сколково, Большой бульвар, 30с1","Python, FastAPI, REST API, Unit Testing, SOLID, Django Framework, Linux, Bash, PostgreSQL, Docker, Minio, S3, Minio/S3, gRPC, k8s, Nest.js, JavaScript / TypeScript."
120069461,Разработчик python,,200000,RUR,True,"Пермь, Решетниковский спуск, 1Ю",
118915281,Разработчик Python,,180000,RUR,False,"Санкт-Петербург, улица Академика Павлова, 14Д","Python, PostgreSQL, Django Framework, Flask, asyncio, MongoDB"
118299546,Middle Python разработчик,,,,,,"Python, Linux, SQL, Docker, FastAPI"
116385562,Middle Backend-разработчик (Python),,,,,"Томск, проспект Фрунзе, 32А","Python, Django Framework, PostgreSQL, Django Rest Framework"
120159472,Python Developer (Antifraud)/Питон Разработчик (Антифрод),,,,,,"Python, Django Framework, PostgreSQL"
119991530,Python-разработчик (стажер),,,,,"Омск, проспект Комарова, 11к1",
117077804,Senior Python developer,,,,,"Санкт-Петербург, улица Профессора Попова, 23","Python, Asyncio, AIOHTTP, FastAPI, PostgreSQL, Redis, Kafka, Cassandra, RabbitMQ, Elasticsearch"
119506098,Программист Python/С++,230000,,RUR,False,"Санкт-Петербург, набережная Чёрной речки, 47с1",
119806865,Senior python developer,,1800,RUR,True,,"Python, TensorFlow, PostgreSQL, Apache Airflow"
119960831,Fullstack-разработчик,175000,210000,RUR,True,"Санкт-Петербург, улица Обручевых, 1","Python, JavaScript, Backend, Frontend"
119772544,Python разработчик (junior),,140000,RUR,False,,
109201400,Python разработчик,,,,,"Нижний Новгород, Алексеевская улица, 10","Python, Flask, FastAPI"
118566328,Python-разработчик (ML),120000,175000,RUR,False,"Ростов-на-Дону, улица Города Волос, 6","Python, Django Framework, Flask, FastAPI, TCP/IP, HTTP, HTTPS, SSL, ООП, SOLID, Linux, Git"
119378723,ML Engineer/Data Science,,350000,RUR,True,,"Машинное обучение, Python, Scala, MLOps, Docker, Kubernetes, CI/CD, Airflow"
119538480,Backend developer (Senior/Lead),250000,350000,RUR,False,"Москва, проспект Мира, 102с31",
119900601,Data Scientist в области языковых моделей (Middle),351000,,RUR,True,,
120158139,"Методист курсов IT (Roblox/Python/HTML, CSS, JavaScript)",30000,,RUR,True,,"Дистанционное обучение, Методика преподавания, Детское образование, Обучение, Педагог, Преподаватель, Roblox, Python, JavaScript, Обучение с учителем"
119787452,Senior Python developer (Санкт-Петербург),,,,,"Санкт-Петербург, улица Савушкина, 83к3",
108329139,Python разработчик,,,,,,
120124618,Python разработчик,90000,220000,RUR,True,село Кош-Агач,Django
119492160,Robotics Software Developer/Researcher,,,,,,"C++, Python, ROS, Robotics, Engineering, Research And Development, Gitlab, Linux, Английский язык, Software Development, path planning algorithms, autonomous navigation"
119827956,Python-разработчик,150000,,RUR,False,,
119881992,Разработчик Python,,,,,,
120074480,Fullstack QA engineer (Python) / Fullstack инженер по тестированию (Python),,,,,"Санкт-Петербург, Выборгская набережная, 47","Python, Pytest, GitLab CI, Playwright, SQL, Ручное тестирование"
119538342,Автоматизатор тестирования (AQA Python),180000,230000,RUR,False,,
117127343,Middle Python-разработчик,,,,,"Владимир, улица Сакко и Ванцетти, 50","Git, Python, Django Framework, Jira, CI/CD, Celery, Nginx, Docker, JavaScript, Node.js, VueJS, Apache Kafka, RMQ, SOLID"
120106873,Руководитель группы разработки / TeamLead Python Developer,,,,,"Санкт-Петербург, улица Савушкина, 83к3","Python, Clickhouse, Управление командой, FastAPI"
119505973,Server Developer (Python\C++),,,,,"Москва, Известковый переулок, 1",
119430032,Инженер-программист Python (тестовое окружение),,,,,"Москва, 3-я Хорошевская улица, 20","Python, Linux"
120087968,ГИС-разработчик (Тюмень | офис),,,,,"Тюмень, улица Мельникайте, 112с3",
117811052,Преподаватель Python и Веб-разработки,60000,,RUR,False,"Новосибирск, улица Романова, 39","Программирование, Python, Git, HTML, Преподаватель, CSS, Ответственность, Дружелюбность"
119851373,Python разработчик,,170000,RUR,False,"Брянск, улица Дуки, 69","Python, SQL, PostgreSQL, Docker, Apache Kafka, RabbitMQ, Unit Testing"
118221989,Python backend developer,,,,,"Екатеринбург, улица Куйбышева, 41",
119787459,Python-разработчик,,,,,,"Python, Flask, FastAPI, ORM, MySQL, REST API"
119015655,Data Base Developer,,,,,,"MySQL, Python, TeamCity, SQL"
118770116,Backend-разработчик (Python),,,,,,
119653016,Middle Python Developer (AI & Data Science),,102000,RUR,False,,
120010100,Python developer,150000,250000,RUR,True,"Калининград, Железнодорожная улица, 4","Python, SQL, PostgreSQL"
117798344,Программист Python,100000,250000,RUR,True,"Уфа, улица Менделеева, 134/7",
119879111,Middle Data Engineer,,,,,"Нижний Новгород, Рождественская улица, 6","SQL, REST API, Python, PostgreSQL, Apache Airflow"
115878755,Разработчик Python,180000,,RUR,False,"Владивосток, Деревенская улица, 14",
119788937,Fullstack developer / Full-stack разработчик (Middle),150000,150000,RUR,False,,"Python, React, PHP, Angular, Scrum, MySQL, MS SQL, Системное мышление, Django, Django Rest Framework, Redux, PostgreSQL, JavaScript"
120120504,"Инженер-программист, Разработчик ПО (Python / Full-Stack)",98000,140000,RUR,True,"Тюмень, улица Республики, 252к6","Разработка ПО, Оптимизация кода, MS Visual Studio, Работать в команде, Visual Studio Code, Основы программирования, Git, Transact-SQL, API, Lov-Code, Python, PHP, JavaScript, MongoDB, MS SQL, HTML, XML, PostgreSQL"
118832344,Python разработчик,100000,250000,RUR,True,"Новосибирск, Кавалерийская улица, 1","GIS, SQL, Python, Базы данных, PostgreSQL, ООП"
119634238,Fullstack Разработчик (Golang + PostgreSQL + *nix),120000,132000,RUR,False,"Новосибирск, Советский район, микрорайон Академгородок, улица Мусы Джалиля, 3/1","Python, SQL, PostgreSQL, Linux, MySQL, Go, HTTP, Базы данных, Git"
120059286,Python-разработчик,,,,,"Пермь, шоссе Космонавтов, 111Ик2","Python, Django Framework, SQL, REST, Linux, GraphQL, gRPC, FastAPI, Flask, NoSQL"
120043531,Python Developer Middle+/Senior,,,,,,"Python, Django, REST API, Pytest, Docker, Gitlab, Flask, Celery"
120043990,Python Backend Developer Офис Ростов,200000,250000,RUR,True,"Ростов-на-Дону, проспект Михаила Нагибина, 40",
120012635,Ведущий программист Python,80000,130000,RUR,False,,"Git, PostgreSQL, ООП, Linux, JavaScript, Django Framework, jQuery, Python"
120055939,Python-разработчик (Pre Middle / Middle),70000,150000,RUR,False,"Тюмень, Физкультурная улица, 70А","Python, REST API, Backend, Git, Паттерны проектирования, JavaScript, Linux, REST, Databases, PostgreSQL, SQL, ООП, Django Framework, Django"
120028082,Программист-разработчик,70000,,RUR,False,,"Python, GitHub, Алгоритмы и структуры данных, REST API, SQLAlchemy, Google API, JavaScript"
119560297,Backend-разработчик Python,,180000,RUR,False,"Краснодар, Северная улица, 395","Python, PostgreSQL, SQLAlchemy, Django Framework, Django Rest Framework, SQL, FastAPI, Celery, Docker, Redis"
120099003,Python Developer (разработчик),,,,,,
118719352,Python разработчик Junior+/Middle,,,,,"Москва, 3-я Рыбинская улица, 17","Python, Linux"
119880872,Python Developer в команду разработки протокола хранения данных (Казань),,,,,"Казань, Вахитовский район, Профсоюзная улица, 40-42","ООП, Английский язык, Git, SSH, EVM, DFS, Бинарный Поиск, Хеши, Highload, Docker, Encryption, Digital Signatures, Python3, Python, django, web3"
119434607,Junior Python Backend Developer,,,,,,"Python, Atlassian Jira, ROS, Pytest, Carla, Git, CI"
119816136,Python-разработчик,70000,70000,RUR,False,"Тюмень, улица Клары Цеткин, 61к1","Firebase, HTTP, FastAPI, Python, PostgreSQL, Redis, Celery, Git, Docker, Yandex Cloud"
120125246,Автотестировщик на Python (банковский проект),130000,160000,RUR,False,,"Java, SQL, Python, Apache Kafka, Atlassian Jira, Jenkins, Bash, Git, REST API, Linux, Docker, Hadoop, Apache Spark"
118723048,Web-разработчик / Backend программист Python,150000,200000,RUR,False,"Калуга, улица Карпова, 24","Python, Git, PostgreSQL, Linux, MongoDB"
119675281,Python-разработчик,,,,,"Каменск-Уральский, поселок имени Чкалова, Центральная улица, 18","Python, Git, REST API"
119458694,Junior Python Developer,,75000,RUR,False,"Барнаул, Взлётная улица, 33","MySQL, ООП, PHP, HTML, CSS, HTML/CSS, Java Script, Веб-программирование, JS, Python, 1С программирование, Node.js, Git"
119924468,Python developer (Багратион),,,,,,
120064218,Python-разработчик,157500,,RUR,True,,"Apache Ant, Liquibase, Python, Сбор требований, PyCharm, SQLAlchemy, NoSQL, Pytest, Интеграционное тестирование"
120029793,SDET Python (KATA/NTA),,,,,"Москва, Ленинградское шоссе, 39Ас2","Python, Linux, Pytest, Автоматизированное тестирование, PostgreSQL, SQL"
120021215,Программист-разработчик python,,,,,,"Python, Unix, Git, Unix shell, UART, I2C, USB, SPI, ARM, STM32, Embedded, CAN, Алгоритмы и структуры данных, GUI, GD32"
119959235,Middle Python developer,,,,,,
105758050,Python-разработчик,,,,,,
120064217,Python-разработчик,157500,,RUR,True,,"Apache Ant, Liquibase, Python, Сбор требований, PyCharm, SQLAlchemy, NoSQL, Pytest, Интеграционное тестирование"
120038738,Разработчик Python (Middle+),100000,,RUR,True,"Зеленоград, улица Юности, 8","Python, Docker, Аналитическое мышление, Работа с базами данных, REST, Backend, API, Разработка ПО, Анализ данных"
118591608,Python-разработчик,300000,,RUR,False,Москва,
120064219,Python-разработчик,157500,,RUR,True,,"Apache Ant, Liquibase, Python, Сбор требований, PyCharm, SQLAlchemy, NoSQL, Pytest, Интеграционное тестирование"
118989302,"MLops/DE/Junior+, Middle specialist",,,,,,"Python, Apache Airflow, Spark, Bash"
119827689,Python-разработчик (работа в офисе),,,,,"Грязи, Хлебозаводская улица, 33А",Python
119780977,Python-developer,175000,,RUR,True,"Санкт-Петербург, Малая Митрофаньевская улица, 1","Python, PostgreSQL, Git, SQL"
119377830,Стажер Python Back-end (офис),,,,,"Москва, улица Расковой, 34с14","Python, Git, PostgreSQL, SQL, Linux, JavaScript"
119971553,Программист Python / DevOps,105000,,RUR,True,"Брянск, Советская улица, 81/1","Python, GitHub, Django Rest Framework, Оптимизация кода, Django Framework, Celery, Git, FastAPI, Flask, Redis, Bash, Linux, SQL, PostgreSQL, MySQL, Poetry, SQLAlchemy, REST API, Рефакторинг кода, Requests, API, Agile, Тестирование ПО"
119770577,Разработчик Python,,,,,Москва,
120019659,Инженер-разработчик Python (производственное тестирование),,,,,"Санкт-Петербург, улица Шателена, 3","Python, OpenCV, Gitlab"
119674821,"Разработчик Python (Great Expectations, Spark)",,,,,"Москва, Беговая улица, 3с1","Python, Docker, Kubernetes, Apache Spark, Apache Airflow"
119573237,Python-разработчик,150000,250000,RUR,True,"Екатеринбург, улица Горького, 24","Python, SQL, Базы данных, PostgreSQL"
105758081,Python-разработчик,,,,,,
119471418,Python-разработчик,110000,250000,RUR,True,"Кострома, Лесная улица, 11","Python, SQL, PostgreSQL"
116223187,Python Developer,,,,,,"Python, ООП, SQL, PostgreSQL, MongoDB, FastAPI, Flask, Kafka, HTTP, HTTPS, gRPC, SQLAlchemy"
118757241,Инженер-разработчик Python,,,,,"Москва, улица Земляной Вал, 50А","Python, PostgreSQL, Flask"
119419879,Backend-разработчик (Python),,,,,"Москва, Электрозаводская улица, вл27","Python, PostgreSQL, Django Rest Framework, FastAPI, ORM"
117567551,Разработчик Python (Junior+),,,,,"Москва, Вознесенский переулок, 22",
119401020,Разработчик SQL/Python,,,,,"Ульяновск, Московское шоссе, 6","Python, SQL, PostgreSQL, FastAPI, Gitlab, Apache Airflow, Оптимизация кода"
117582493,Python developer / Разработчик Python (KORNFELD),,,,,,"Linux, Python, Bash, TCP/IP, OSI"
